thre,iou_average
0.0,0.09828373234994013
0.1,0.09904823029799094
0.2,0.1130841348457818
0.30000000000000004,0.131718689549906
0.4,0.13637543184031
0.5,0.13627482779754363
0.6000000000000001,0.12871921695324431
0.7000000000000001,0.1108626822246837
0.8,0.09849376271153076
0.9,0.07866774157786699
